Date,TCS,INFY,WIPRO,HDFCBANK,ICICIBANK,SBIN,RELIANCE,LT,HINDUNILVR,ITC,MARUTI,SUNPHARMA,BHARTIARTL,TATASTEEL
2020-01-02,17056242,43434244,28815008,20047091,64577231,12891229,122554063,86069103,84466508,24918920,126858873,27958073,150009978,45715486
2020-01-03,22125772,56422663,11876912,7378343,55532453,34031368,95233232,106958375,4324113,250000,123005159,17211397,156284441,38669036
2020-01-06,18017551,37835035,24606356,15212183,27302991,14918483,55042888,52277120,38783086,28679648,69253739,13737199,125924978,42394224
2020-01-07,23978675,72052872,26926349,3031084,162594011,33037691,89771138,59516073,40726984,29855577,95898816,6787684,225375897,14478221
2020-01-08,18766168,13889549,1426266,13580590,19443512,33419962,63549055,30322300,50668587,54143014,3041221,20843331,169488318,21735979
2020-01-09,22304432,31518684,36924447,20996538,191807455,30401325,141509576,77806923,30532293,12678298,22439978,21095039,170385238,36355889
2020-01-10,14488254,55777896,5554794,27441308,100115232,14525672,178885577,79937977,29984889,41198279,250000,12772571,99652084,8923246
2020-01-13,6257427,55266541,31307045,13773001,91855726,32510460,196504950,28607698,48409804,46316991,77095307,16514144,182953881,6179694
2020-01-14,24168549,53172991,15290248,6381251,18486433,20525438,133705383,91822071,31165155,28201690,151369450,4145645,107508117,38076913
2020-01-15,30774577,22009570,28110464,21244503,95463340,44941984,120617046,55038810,25393569,34171943,121541988,6993521,167458718,57554188
2020-01-16,16878112,21385699,24624734,18828424,16797702,33206378,29612888,30657534,59384672,42207897,59739212,13938266,24658607,24369564
2020-01-17,10695442,40226453,16794492,15108008,68800679,19072823,118113116,81497151,18718244,32243758,154882537,14498412,166636098,15915715
2020-01-20,18187799,250000,11315105,10042806,116170619,28308870,137245916,73169540,24558093,70300242,81223867,9909111,166371539,30362601
2020-01-21,12114999,73517305,17813885,7318877,20899322,48072168,103080386,89473478,45004340,55217281,160135263,2487606,142670967,27222959
2020-01-22,14940463,71870693,15427155,14103907,99510327,32192436,51066966,43797753,52243504,41343867,17111511,21058826,250000,250000
2020-01-23,15329197,64515804,24044930,16131942,61401177,36161129,170269917,45753633,33656850,34529068,93715818,30879024,181863987,19012372
2020-01-24,9138307,52129729,21176801,11834019,96125631,7546699,72516710,78754853,47212475,48427496,45408825,26697241,198162314,16030615
2020-01-27,9421368,43679669,12228113,15132317,24643521,47885092,177602269,34162021,42169829,33592729,86373081,18672721,50375237,54405467
2020-01-28,14179325,6321614,7844625,13748678,124707282,12797613,172843092,117349604,32686512,14391479,8491629,15110516,184677171,31210807
2020-01-29,13251220,71401247,16110249,24140726,100999156,15010603,250000,139560658,19570304,44241927,60311317,24022645,56049356,5902867
2020-01-30,18898177,55587993,19483244,18592506,43443137,31026836,174732588,250000,57105197,28127513,134657181,19785959,86908741,21527485
2020-01-31,16696764,92015851,12661165,25652382,45844509,34582062,111067782,107290082,19298908,39931977,117115480,19991957,111835371,23400210
2020-02-03,19164153,50562543,24162755,7534076,122599096,4648428,21232177,34615251,89519390,28127817,116304748,2590832,186169285,20494687
2020-02-04,13669381,46290402,18059403,17393792,58970318,42202334,85782337,92818362,28301558,18095812,86790322,25761315,161326473,26657469
2020-02-05,8774214,29330387,30289284,13119352,43405729,9824138,183487260,56315745,68858069,72073196,64626029,13367316,122357503,54413754
2020-02-06,7035123,63916718,24106365,15970119,94536190,16405294,123415688,91903974,59126421,19391980,80294289,18168788,110694645,31833968
2020-02-07,21982388,65431747,26363871,10192970,99121071,52456773,83330195,58930046,32664609,42490368,111864149,10388044,151744721,30259748
2020-02-10,11137006,85523063,14504221,7076409,54150989,37471603,129357302,70528323,57987408,53032777,118183321,22491435,132542584,41671124
2020-02-11,10057014,74782210,33335690,6429929,128671567,19184955,114449559,6491141,56879830,41960480,19322091,12799685,186333975,30118008
2020-02-12,24113542,40067095,22910165,20317896,74915308,28722249,48841980,167005620,31838526,56447205,97287118,41245991,70808553,21598664
2020-02-13,11813432,16109662,33680750,10072263,109198098,20705051,47402876,28481331,5385547,45244457,109271649,12132800,242948681,27866080
2020-02-14,250000,77055762,29194195,15296194,109071598,28724336,136009600,58885618,9340880,250000,60721110,11831132,181090663,23960492
2020-02-17,16327911,39896938,18229490,766909,25356190,27001033,161992062,107832950,49574288,11916712,117353443,24155224,6105357,50948775
2020-02-18,10668559,41247488,14158834,9248727,118396508,35783695,98130256,148336807,37862606,37095929,41154167,21497939,135484874,38047763
2020-02-19,9392736,43577700,21346215,14886828,113325704,22844798,138069927,135377738,41753894,15907902,106800477,32298977,49422581,69100013
2020-02-20,13683823,101245101,17399339,9792585,87540551,21121373,75091193,250000,57450284,42687440,250000,18629786,118573290,28124967
2020-02-21,250000,63396172,13154318,8970726,250000,33841429,238412323,105705179,31072440,68979481,67534608,34549969,250000,36381276
2020-02-24,414117,28787870,3823402,7105501,33507128,6018191,48818962,34532777,21027465,17183130,24037345,8284036,15685082,18261586
2020-02-25,4529205,35613182,15939371,4688334,16358814,11349497,4066759,39582469,10505206,15165816,61427149,7496078,48354658,8348024
2020-02-26,7533071,23631050,2623060,5874294,9522471,6406375,23932387,18397150,15993491,23213124,30640029,4621353,37339257,13107893
2020-02-27,5108822,15139385,305025,4991944,27640396,6800648,41659226,37401692,16701327,24038286,17969638,8153911,75881832,16303949
2020-02-28,4981020,6978727,9688822,7282389,100000,14153553,74748161,39850704,7128753,18988253,55377457,180147,39746862,25475372
2020-03-02,5877418,16010692,5190259,1781339,28434378,9562759,65328039,33482338,15242985,10765922,37828231,7255409,61279076,13426547
2020-03-03,8500754,23606727,6912876,8157201,46373427,20146720,32996364,47286876,21820521,12926732,42102818,3055640,81064725,20979510
2020-03-04,5997777,25879882,2558416,6830071,38227558,5879961,10419055,22946497,19202362,9221578,24866637,3112665,15642847,7476156
2020-03-05,5733276,17257007,9776126,6486179,47570819,16725391,43586554,38238420,26422590,11380045,62821202,8766660,22188391,9204210
2020-03-06,4246319,13579575,9272924,6871620,25223961,5910824,32443939,21779561,11714324,18686229,30584144,5935072,33628926,9697518
2020-03-09,4737293,17465597,11984895,2665565,36787694,100000,44209911,33521385,26850868,17859375,31201129,4065314,48065369,24891843
2020-03-10,6409593,16219160,10363365,5957306,13669062,17312527,47626912,21721291,16970128,14463231,44130167,13878749,67137480,19319817
2020-03-11,9751321,32547996,6946886,6284468,812388,7788136,55870803,31382995,11651402,16630108,45938027,4432113,14124610,15879107
2020-03-12,6581770,32319158,1576768,3535571,13329098,14730799,45621413,44055281,16542322,18744208,80390371,6346658,18930249,19663626
2020-03-13,3487906,24909274,4884642,7054406,18901553,5757935,100000,30881914,9804576,13601545,57173543,2325607,51341614,3406598
2020-03-16,4998545,14965329,4671145,5306323,18296395,8475939,55565967,11925161,17670263,15410416,41302262,6218441,13305281,11016927
2020-03-17,9141053,22497510,3644364,8635892,48407976,14110460,59874561,22383442,2738700,18441539,17557873,9432150,32614923,14793289
2020-03-18,6112302,31606924,13381204,7040353,27721046,7917755,34856201,41897348,24780605,9213114,17252310,7902416,30448022,6557637
2020-03-19,1814135,21751504,13770279,7002374,62122133,19555111,14832241,35653204,10373789,18091043,37788373,5662375,40530232,496477
2020-03-20,7158685,23308614,6039804,3911748,52860594,13530428,62380640,38297813,15569422,100000,70493322,13130780,88691175,5186465
2020-03-23,3989121,24978961,11408558,9185019,14864954,8075850,42352259,3677973,24463257,15238529,61974211,3010650,32619450,15184682
2020-03-24,2502944,20539929,9175289,5598813,45380542,10711801,29010975,13034294,10493720,10183652,46092272,7732253,25517234,17246537
2020-03-25,6131667,25462784,5752852,4818968,45689096,8045195,51939374,52251985,20465910,100000,9655367,9792131,34832262,12680069
2020-03-26,3408182,6470580,8509786,7558688,24598777,14186703,75102627,51660162,24142631,16946039,17858490,8215497,32102254,5462774
2020-03-27,8272860,15660132,149665,3898842,30289612,16481525,36707797,37589245,16374642,11668960,29914625,10077272,65675202,8519851
2020-03-30,6147547,32253023,1737975,9219136,20107072,17761679,42900683,44588893,18282158,4286816,35598808,6136832,60951959,13168316
2020-03-31,9835580,19159068,9840032,11418821,65736277,11988295,41256503,3280844,25284175,18264011,29252299,11271138,32969449,11976746
2020-04-01,6903679,28468132,11950034,1491133,54231677,10546269,18490089,36583739,6456202,7613119,58568135,6873898,46323772,34280986
2020-04-02,4419930,15364721,11798932,9992885,25628303,21362541,46949361,100000,24433155,12704882,62351748,8053794,33040167,15524847
2020-04-03,4381876,24834941,3845824,5754550,53421786,14704912,89290087,47580475,2717236,22680482,29479416,3393929,54004913,10586100
2020-04-06,4819711,11413228,11704730,2804147,23316726,13643137,5453315,43098625,11313922,16576747,28553998,8750321,77038027,15079459
2020-04-07,7334579,22046996,10811469,2045824,44252483,9701669,43542353,15760096,30445435,6867166,29850206,3607879,76134835,25950015
2020-04-08,1642212,6050869,9984057,100000,33830608,9322079,69003935,25664621,22678379,17039999,28348891,100000,60739645,9150858
2020-04-09,6686211,34668586,7551040,2484954,28664632,7142690,20559273,43415658,15420248,22626384,44031142,8497965,35497231,15760979
2020-04-10,3178281,28522777,5996128,5989366,14708935,14848474,53904413,22226183,31031492,15257964,31326849,8831550,32167417,17449532
2020-04-13,12471598,29009485,11104821,3143057,21277440,14463918,70906610,10699970,6888391,16745903,56573375,11417201,14525101,12163948
2020-04-14,7508170,15573832,11361218,2674692,39126954,5849046,12045071,60368666,19316966,18105319,32722908,7407770,47291259,12960355
2020-04-15,7797499,21295340,7276617,3150012,31038330,21120831,87371798,43616571,14503964,14690762,22536864,8605058,32942768,100000
2020-04-16,6097342,19171855,9862674,4590147,25003990,13014907,46277061,36822734,15470074,13631718,36983139,10354450,74630756,18692548
2020-04-17,1190952,100000,10006642,3973772,51814506,17303171,38568089,34125220,21052701,16571981,33612841,4605494,14955852,12576751
2020-04-20,5937354,12651162,7704205,3471050,31932159,2382425,11683985,37832885,20201286,16376059,37409860,2831300,68488284,13386774
2020-04-21,7032292,17068141,5305841,8014396,30014992,7275358,33161249,27269291,16111556,17053810,32310402,6057019,14006295,7820172
2020-04-22,4204006,22139105,8408444,8409292,21923355,12007771,6199137,26440135,21073603,18679753,100000,3309694,24332289,23630153
2020-04-23,5656548,16708843,11638804,100000,34419094,11041103,100000,30091665,25821404,100000,24941235,10606942,30662866,2406030
2020-04-24,7739387,26493806,4602369,5128209,38884812,5809038,53360214,43171373,17920519,15502482,52942686,4589598,28448816,3847238
2020-04-27,6210752,14781766,12827434,5238959,32200990,3596373,52029163,27304937,21578860,13262188,27099302,6099390,77152568,13788208
2020-04-28,6682430,30775408,5134606,300952,38817173,13128535,7864183,33849863,16973882,25009709,2846232,11428171,48292431,13754187
2020-04-29,7427108,24155498,15506014,4260927,20092545,3298396,53997068,33486674,11656586,12451403,38627081,10374652,78900020,4816414
2020-04-30,9515785,22562178,11369382,4431700,13744884,11310300,17021246,27917355,15676379,15944921,53457038,6853749,51429475,18168461
2020-05-01,3431074,9688211,6330515,6738401,26115769,100000,52855651,24241865,20564197,8961516,67177633,9321887,30115677,8685312
2020-05-04,11587627,28385785,2625676,3647638,36379757,16632645,61557786,28755177,1847887,19118056,49985400,6936757,14980328,13948545
2020-05-05,11580817,31522410,5890923,2201861,45479800,5193879,100000,53688065,17636186,7925473,55925905,6168981,40645322,14055365
2020-05-06,4254447,31515871,6882253,9146012,63518138,9677428,48200793,33930188,20596435,13423636,51794369,10931475,34335235,16051327
2020-05-07,7860125,19050915,6782151,4382527,39661775,8482954,64741002,59317440,16049844,37242482,39628681,8488215,62304099,15269152
2020-05-08,11241286,23161090,5393530,4111780,100000,12917293,20695754,37524436,7969967,10632158,15877696,7542592,74753757,9633910
2020-05-11,10119948,21658974,8259814,1091479,47566307,2202735,40530212,6617210,20726559,10118480,34965096,5949068,84806897,11788936
2020-05-12,830616,100000,7757077,4228290,36235971,7767979,68947465,30243992,10416468,7027783,49531493,3492549,61585927,12386089
2020-05-13,5431067,28442635,4920789,6169341,19610234,9239108,39892547,15373485,28330521,11493583,37900542,6559883,26008799,17140445
2020-05-14,4402787,17209622,12416642,4828196,42347102,11984810,74496820,51621910,23400844,4119418,58369569,10367739,66903093,5005397
2020-05-15,8400671,21262783,12682982,2441587,36318531,20901233,84242419,14020053,17236972,7202107,41240888,9564851,67187957,15262860
2020-05-18,8664313,10547785,8182158,4308229,22748036,9506850,82934862,29446867,13262560,16430734,30482347,5652130,29310782,13618631
2020-05-19,2406985,3292645,11968733,4410513,31814515,12491675,36016951,5955694,4173262,20653475,44657086,8920152,55256560,20993520
2020-05-20,3802593,26672264,10727472,4951725,16563922,6091142,22817568,33980209,29227854,100000,22726966,3585926,36649937,9194913
2020-05-21,1251442,28836950,5678536,9070426,27007856,21628544,64155688,34490838,10753599,17362663,38086078,6908343,28335628,23481319
2020-05-22,5622656,18617377,9884825,7257859,10412585,5081944,45548205,46840402,27964171,22371387,31750421,10802169,73970108,12081030
2020-05-25,5036256,23795755,4545134,8240774,36375172,13752593,46494184,39097844,100000,7260999,17533577,9359683,52989781,100000
2020-05-26,7249505,8032275,4307323,100000,35547336,18511249,96609975,20126810,14749797,26014681,50393575,14346319,75040976,14363557
2020-05-27,11190637,20190750,10596672,4503282,46999788,7476165,45130993,61215998,10917127,23003485,19549088,7230468,45896123,10226073
2020-05-28,6669991,23831749,10207161,6136013,45037006,5287015,31444201,26467072,7825641,8797394,41782168,12165572,34586914,12152862
2020-05-29,5002910,33901826,9952188,3890228,20101868,13559381,100000,100000,17768339,14465527,29990541,4077065,2749382,15325950
2020-06-01,8247465,21467020,8698819,3371172,35790114,15935635,22174696,23918464,27793681,20797808,42690567,10758422,92721814,19415742
2020-06-02,4849836,7029343,1165210,6286196,36307012,5597907,41573576,35133092,12247024,20089347,37572616,3435940,77098769,30597551
2020-06-03,5353826,39514585,2038266,4427138,18000248,13343522,71321970,35148175,16990576,12319739,25908210,7681536,28776051,5562099
2020-06-04,6394261,25636258,9644025,4835540,43595708,4193070,83391565,46748301,9484731,8829684,36154887,9839977,100000,20470021
2020-06-05,2379638,25455794,11109345,6806252,25248711,4970019,51504018,14436248,8319357,21603869,38216451,100000,76185947,15122140
2020-06-08,4975532,18711907,5234262,12275874,20300525,7575510,39103610,39802444,100000,14037072,60129723,4429555,58360180,3751452
2020-06-09,3533914,6371391,15011053,4824037,27470615,9961010,36215625,24521352,10048745,6901003,70900861,5884862,70672842,18185547
2020-06-10,8256240,20859756,5525354,7071602,4714160,100000,58086759,100000,13532717,100000,18691439,8491847,100000,23458332
2020-06-11,2854313,16256112,12940327,7685218,3443946,9654590,29887164,36338952,4325203,9583574,24531793,5990707,18202671,8512635
2020-06-12,3119023,29213393,1381092,8350816,38731510,13890157,70466061,15907498,29661005,15007182,100000,2551300,52768481,9992709
2020-06-15,3793580,14596106,4733674,3900297,20054767,14254498,77924336,27530896,19090984,22201266,15358953,8275711,33346889,25141253
2020-06-16,3580139,10810851,9532673,6611883,11653293,19096051,79374321,32811540,20851772,4468696,19587009,106000,37468751,12887532
2020-06-17,10805412,22200270,6836921,6126588,5607467,1367677,13317072,100000,3973671,11403816,100000,12610760,100000,12029710
2020-06-18,9072847,16603202,11478820,4214203,10934003,9754628,57783549,45518496,18721511,13870359,7217819,3231746,39091576,1029378
2020-06-19,7323550,16341967,9192292,4604885,18461187,23663725,44052019,18670146,26988608,26093784,31583222,5286255,55124097,8994304
2020-06-22,4686899,16809074,13982807,5505743,105751,13986750,5862600,20992126,14677908,2171748,27273884,4534540,66718375,8171660
2020-06-23,5695139,29601610,6094592,2726557,39850095,10257285,47573676,33896847,17938432,14151866,28617035,6677092,59958493,22685627
2020-06-24,10528293,8206589,3681504,5615256,36215148,12963984,39660999,100000,13368825,10879420,20818173,3848168,39097524,4585773
2020-06-25,4972076,19692493,7208382,5587470,18047485,13584298,37846724,43605434,18673027,8074182,88471418,416031,69861144,13973310
2020-06-26,2723032,13283042,6463442,2799520,49577497,30666547,88825883,27700280,15355531,17283621,43731016,6021415,39555763,12165146
2020-06-29,8284822,13173045,5398937,4347419,19304145,4933311,11596467,52851223,13133268,22100785,35950063,2828971,97489572,5513938
2020-06-30,5190271,11260207,4595975,7322035,29421613,6298679,47490191,24155106,18383439,4574934,60476129,8048817,58729380,28529963
2020-07-01,5372497,35605931,2303687,2251710,49958446,11553640,53763058,478504,15240872,7136456,33556334,2329600,48542306,22578452
2020-07-02,5221180,14099352,13373767,8172977,24794070,12675633,100000,9613484,17869414,2174061,11266740,1942284,50627836,13493947
2020-07-03,5427480,21588946,2092628,7967293,41987569,20317338,50634575,27485669,14747770,12922778,22941106,4322658,28330075,25230293
2020-07-06,7344485,35862824,7781971,5849273,40437050,6433045,54748888,13263111,23624053,14504470,66350453,8757499,69053530,4245880
2020-07-07,4986181,23380380,8648339,7044143,22686876,2861181,69782837,2969904,29720945,18754983,30453887,6198257,30708688,17263260
2020-07-08,6789742,1160635,9579378,5849570,25816576,2354495,100000,31227329,17298566,13690952,4467867,13781600,76407656,100000
2020-07-09,8953195,27935573,7935436,2681605,9505062,2352767,47912738,21291544,19311796,14098289,51017949,12549745,55178005,3442902
2020-07-10,10229617,10594116,2287759,3474896,100000,3786475,37098379,19930414,12198144,24505955,42977263,10746550,29723564,4034973
2020-07-13,3227836,686207,4904845,4726371,18381264,16951560,57844431,12684482,20213255,19429202,25839761,7037227,60266343,17013162
2020-07-14,8885116,24308663,7903275,7386065,33551692,12642837,57579766,37159210,3366518,100000,40196350,6304803,33495789,10099505
2020-07-15,9215773,19358791,8093032,2653342,11682329,16854193,55583118,18206186,19324780,19063771,61209266,13410555,31150587,15173843
2020-07-16,9592580,18736573,3255233,8581656,39196548,7305229,52359914,8994004,8230243,10163763,50091753,4476035,54615405,11445846
2020-07-17,6027465,22194825,10672379,1711694,23308805,16338182,47500981,32492653,25765817,11930347,32764204,7874222,57616430,8981822
2020-07-20,5179156,15290117,4458015,5697485,44870004,5086710,52275655,20210090,21682616,13196634,58515495,6193512,38724008,8750465
2020-07-21,1338957,23596296,14916500,7371360,13886138,7547735,3659437,19244143,14231634,8242826,64728803,5032264,38165566,16743283
2020-07-22,6174761,28870092,296979,4873334,29122566,16217728,124504052,28515035,20017718,18310969,18771704,7344188,40381421,18668164
2020-07-23,11124770,18195187,10289314,6232177,11881987,100000,65334932,37411405,29885741,2191787,77285574,6289516,64513462,4310969
2020-07-24,6807186,16420357,8694207,100000,1365891,16623700,90306955,16472886,14577110,20541511,38824333,10227804,66273048,21278383
2020-07-27,5248127,11943004,7404683,6000820,26053052,9587915,49400389,29285142,17829597,22881280,49260260,2473364,63914038,4194378
2020-07-28,7589284,25441894,10631079,2744854,12003941,20922030,62729676,35231859,19100551,16232017,38844777,4741752,33731775,7015894
2020-07-29,2392807,32222878,5170058,350749,29102116,7007520,9595969,46580595,19683391,17730407,47720710,5158813,103226658,18004821
2020-07-30,5079886,18017701,6815217,3300088,36293773,9856939,90353511,28697057,12923339,2541962,46783592,8919338,100000,2307251
2020-07-31,8279674,25455267,3688134,10261399,8175354,13545517,82420748,17438373,21744608,5276339,27417943,6753332,26902077,10485196
2020-08-03,7526682,15206886,13545785,7235454,42440848,7102436,25915705,19126720,15418409,14426850,41281645,3201009,62668546,13301153
2020-08-04,4411301,17952330,5920187,8002299,11934703,14628209,34370702,57253821,16736251,9056491,57656197,2846713,87989843,24227197
2020-08-05,11129107,33863547,5779625,7905567,19276580,13974590,44896693,39028834,11034157,5741814,27126121,11724277,58072039,13293532
2020-08-06,1589355,14507274,13432469,3688455,20009184,20564344,59140317,30758321,23455989,21844167,55452221,9534150,42016784,11938428
2020-08-07,6804132,28038379,1184613,6858764,33220765,29150891,43925175,28261867,8574444,11079263,10189010,1665397,79415472,8439845
2020-08-10,8373309,15034845,14840091,8798167,38496411,19942278,66338760,12363311,4060068,20831855,49411871,7538944,37635491,18575878
2020-08-11,9516319,997149,7697045,5292964,37803132,8454116,55276461,28639700,100000,4287106,88093017,6934544,29591072,16078965
2020-08-12,6241359,30782776,12240864,1651235,19558981,11002187,56037400,26295246,21508828,6382110,44970403,9887287,70039362,13728471
2020-08-13,8135166,35391738,10228286,4238814,37952189,9388692,50061618,19673380,11588135,18818876,12127824,6641878,86335663,18399969
2020-08-14,5895236,16071444,202603,5125616,42829010,11972012,83281837,18988525,10677747,13678478,53199954,9019122,10620233,10496006
2020-08-17,10790254,32330222,10839549,8132286,21050122,10582356,70132872,39845678,15513097,21117837,65801709,5580355,91303450,12703821
2020-08-18,6832444,10552647,3776695,308354,6572529,13578544,40194720,17724806,5988606,15337218,46803506,3544200,72585712,16557742
2020-08-19,9294563,33522816,7128693,5338586,24869720,16399792,71922881,100000,18115110,25392454,29697020,2125563,70526793,9002546
2020-08-20,2483637,17141359,15014840,4529047,47119734,23286143,27916171,31310729,32641896,21828584,19913918,7414029,71517639,9915802
2020-08-21,5547750,13654881,5839891,6237214,56000507,2650619,35967303,20252585,20832078,17389395,38414531,3735475,66211578,18795124
2020-08-24,7469462,10159220,12667141,5299729,100000,17738337,70970390,34224101,18386012,6686794,47540492,6037154,61245340,12819633
2020-08-25,7443388,37710039,4206703,6242259,33972783,21161597,63328293,18542318,22190811,6936219,3405168,9981514,43825819,20386805
2020-08-26,4211075,20376044,14103086,5072401,35506431,9798083,55634157,17840537,34202081,1941641,61869180,6400474,18536869,17155382
2020-08-27,409421,33513913,7642857,3427367,51917699,2787230,60891748,29695659,12301846,18807254,100000,2902681,27391614,880734
2020-08-28,705484,18537091,9912580,4050713,32494601,7200347,89682050,33809217,12348309,12084314,55149852,4210901,56782039,9028455
2020-08-31,3096146,20101286,7734450,5420094,32765869,11564965,47921021,36091432,11075372,1265196,51332104,9278133,52300943,10489198
2020-09-01,14081441,9211208,8218113,2194212,24668262,8781384,49304613,22183030,3982417,12325213,56722596,4367029,30832944,8562862
2020-09-02,100000,36746451,2618423,7085364,15684316,5299215,83123557,26225818,16453509,13287105,12187926,7645157,34922025,9591418
2020-09-03,5389786,15846397,6047448,6283993,21495777,17625847,23308810,58192650,15532034,12480057,55979434,11169284,48874555,18379275
2020-09-04,5018047,25114907,5180839,2858612,35872933,19820324,37854625,27325223,17681678,13065533,81032072,3498156,33744341,25651042
2020-09-07,6006699,6653705,2807730,5861387,12418114,7430180,65955197,48828059,7405818,24808317,34298962,10101793,31367033,23587684
2020-09-08,5640257,18190117,8438217,5830592,48102243,11202934,33756548,21093408,764756,13025371,41784264,10291062,70308464,13518020
2020-09-09,2999004,23666925,13819420,5767890,33969229,13684822,50523724,37864809,289376,3521637,10804624,9506047,24356434,13167047
2020-09-10,8879652,18039856,4501145,100000,6634653,16786211,20320606,48731439,17687188,12019299,22556300,5929595,49147169,20298894
2020-09-11,1083856,14755095,14920621,9074813,33996717,18087368,55748361,49317554,18063875,17505980,31644879,7609261,62450482,20503654
2020-09-14,11382735,100000,7557006,9735145,21524829,11726295,10111871,2070983,28615467,8440471,12473302,6439927,52065222,18685113
2020-09-15,7211556,22183636,6281188,2637974,54875846,16020620,16770121,55110023,24261394,16630013,17134324,6712888,40574038,7982067
2020-09-16,3201685,19829160,7029032,3633283,6302234,4943693,56744754,22117208,5151564,14041234,29102041,3860627,89549548,10456932
2020-09-17,3851681,9203427,17248350,8324268,28113523,13519331,70913228,21804739,6922547,21353347,47214541,1280069,71803888,16243749
2020-09-18,9247638,23144470,9642262,9256870,17382176,16285921,50270489,22402145,19251656,19042584,10566622,2624531,96254279,16072030
2020-09-21,1934456,33132178,9649723,3498440,40461521,3690898,83339842,59572198,15561562,10707680,35936790,12033511,37919969,16964752
2020-09-22,6028445,8094198,10609935,6583520,44204159,1111313,59300983,25858822,22793709,11197328,7716011,14096444,54240519,14240264
2020-09-23,5791237,3035671,2768615,5849313,9423266,23434994,35587682,26883282,25811506,7377493,35888943,15759443,75269832,9494517
2020-09-24,5712754,4532739,12601653,3415258,32552111,5658701,82067243,29929397,18216607,14591362,62815973,6097877,98682335,10166821
2020-09-25,7486395,17894011,4753989,8592142,55716969,16477121,62871792,31285569,15776198,13215668,41808006,4445251,75562433,9802428
2020-09-28,7778875,10969330,4263911,3321129,43045136,6303437,61188424,37708055,7518476,1682545,59305088,8161757,40439807,14929065
2020-09-29,7097821,31825607,6228123,5027292,53445241,15169725,83726669,18176524,7807403,10196132,37347415,4624730,51033082,9182105
2020-09-30,9179523,9680096,7141733,1318992,35448096,5772620,40143902,33624424,20239831,15326317,43578950,12610908,49762912,11879225
2020-10-01,6640371,22826373,8129826,3869175,9473330,11634249,65634703,11781930,5907669,8089303,21301821,7106417,53147387,14705823
2020-10-02,4407305,11063011,6878989,6532756,5734944,19481201,37115122,15297539,12403742,22415064,49751943,8588790,42723635,100000
2020-10-05,2555202,16677103,5887269,9650370,21546347,12131311,49293953,31334983,6500892,15276270,25321657,1617804,54283334,33852637
2020-10-06,6064573,10483240,5457029,5670439,19416750,100000,23461304,38822096,7715086,7606157,14361870,9783327,100000,14008092
2020-10-07,7029648,25306688,8268282,6856490,55681023,10576162,56219698,57127639,13904392,13937699,36009685,2714766,25641810,5812084
2020-10-08,684326,26001534,954171,6871111,59872673,9578631,67945965,14062265,13093552,14179144,9107610,10206602,68345425,9468252
2020-10-09,7186953,26315568,8227420,6687612,40172602,6235386,47306262,44720401,19840022,16998703,48552700,3538487,100691825,14481323
2020-10-12,3318619,17635847,13288918,4000287,39387138,9865085,57893157,11484281,24846330,10463363,72481946,3109416,55966518,25220695
2020-10-13,3232431,2111483,9376103,3754015,16671465,17778752,100000,12913562,13446125,14896112,31631105,8306682,40349604,8567384
2020-10-14,6325483,12998964,11130015,100000,37648151,27738903,60409755,28231047,6043487,6792295,32476957,6409892,20905511,138174
2020-10-15,100000,38824265,13725137,5660905,8626620,16544491,16930975,45298435,12734811,6872752,46109663,1556384,30978986,12401644
2020-10-16,10138952,18462057,10664168,5038255,13265159,5580906,74670466,30656870,22603765,15360770,47813109,3982768,48754683,11976893
2020-10-19,8564163,16593655,5766433,6778552,52556939,4327086,72129811,33931124,7730712,4058156,39248705,8400984,57746184,8948877
2020-10-20,2384400,34428907,6104123,8487144,34546991,4408043,27408008,41338156,7136940,11633427,6969946,4529955,31790064,18491366
2020-10-21,5328092,21136612,8582099,4414083,40662762,12044804,35950017,32171737,4339851,30630603,59086195,5487860,49347388,10253407
2020-10-22,6331782,18490352,3116461,7652418,100000,11993578,83164728,46656405,26024606,19818676,56682457,6271149,63283730,9550728
2020-10-23,3680302,25431638,18383504,3546926,23171950,12410444,82295947,33890879,100000,19875350,14347652,3897215,74151342,17321379
2020-10-26,4420380,36108991,8144217,3798670,22191114,11063635,60219290,65909810,6997600,26733583,100000,4293178,55260055,12573195
2020-10-27,5521910,9061985,14210417,1399593,46295837,5973297,36573141,28543835,6829883,9058725,87045126,3493275,39109468,9419153
2020-10-28,5849339,7340637,7454692,5073759,44207371,7841084,4223440,37177445,12376333,15819323,23472413,11725209,13882072,4108349
2020-10-29,5492291,14092590,8408893,7484335,43256491,10472624,67494170,23743668,10425873,21115999,10858586,10365173,42382553,19341979
2020-10-30,6048617,20783362,7939725,4750444,31895768,19381241,34713074,12473726,16301689,2002710,100000,6486995,70624345,16225944
2020-11-02,6984934,25750196,13305288,6889966,51146270,7354488,65127759,100000,11163611,14518268,27496072,5959535,55214290,11528780
2020-11-03,4894964,34084729,18218693,5638067,18039534,10080178,69611248,100000,7668814,9985909,47017964,9702218,62154856,19800383
2020-11-04,7157143,13875106,2187288,4570581,25689318,21993774,44010206,26585145,11703192,17291486,72176084,5657111,70180959,3844148
2020-11-05,9322478,15768087,7134062,7379818,56205950,14666130,54542765,56075664,5921514,11735718,29867785,100000,81276073,20862302
2020-11-06,7212527,32622977,9846347,3036919,31500435,9216140,81669066,42545730,23155683,24215720,3345376,4613810,64784100,15106189
